Kata,Noun,Verb,Adjektiva,Adverb
anglo,"dapur,arang,dapur,kecil,genahar,kompor,perapian,tanur,tenggarung,tungku",,,
anglung,"anjungan,paviliun,pesanggrahan",,,
angon,,"cak,menggembala",,
angsur,,"cicil,kredit",,
ani-ani,"ketam,pengetam,penuai,tamin",,,
aniaya,"kebengisan,kekejaman,kezaliman,penindasan,siksa",,,
animo,"hasrat,interes,kehendak,keinginan,ketertarikan,minat,perhatian,selera",,,
anja,,,"aleman,,kolokan,manja",
anjak,,"beralih,berangsur,berganti,bergerak,bergeser,berhijrah,berpindah,berubah,menyesar,merangkak,merembet,ki,berangkat,bertambah,meningkat,merayap,",,
anjangsana,kunjungan,,,
anjing,asu,,,
anjlok,,"ambruk,drop,,jatuh,jebluk",,
anjung,,"ki,melambungkan,memuji-muji,mengalem,,mengangkat-angkat,menongkat,,menyanjung-sanjung",,
anjur,,"cabut,dorong,hela,jemput,julur,rampas,rebut,renggut,saran,sembul,sentak,tarik,tonjol,undang",,
anjur,,"derek,eret,ganjur,hela,seret,tarik",,
anom,,,"belia,muda,remaja,yuana,junior",
anomali,"ketaknormalan,penyimpangan",,,
anotasi,"catatan,komentar,kritik",,,
antagonis,"antiwirawan,lawan,musuh,oponen,rival",,,
antagonisme,"antipati,bentrokan,friksi,konflik,kontradiksi,oposisi,perbedaan,permusuhan,perselisihan,pertentangan",,,
antagonistis,,,"anti,bentrok,berlawanan,bertentangan,inkompatibel",
antar,,"mendampingi,menemani,mengiringi,menyertai,mengedrop,mengirimkan,menyampaikan,membawa,mengangkut",,
antara,"celah,jarak,jeda,jurang,penyeling,renggangan,rumpang,sela,sempang,tengah",,,
antariksawan,"angkasawan,astronaut,kosmonaut",,,
antek,"agen,anak,buah,bawahan,budak,kaki,tangan,,pengikut,pion",,,
antem,,"cak,adu,jotos,beradu",,
anteng,,,"kalem,tenang",
antero,,,,
anteseden,"acuan,ikutan,kausa,model,preseden,referensi,terdahulu",,,
antih,,"memilin,memintal,merajut",,
antik,,,"arkais,bahari,klasik,kuno,lama,tua,cak,khas,unik,baheula,ketinggalan",
anting,"anting-anting,giwang,kerabu,subang,bandul,buah,jam,pemberat,penduga,pendulum",,,
antipati,"antagonisme,permusuhan,penampikan,penentangan,penolakan,perseteruan,kebencian,kemuakan,kesumat",,,
antiseptik,"pembasmi,kuman,pengawahama,pensteril,penyuci,hama,awahama,steril,suci,hama",,,
antitesis,"antagonisme,dikotomi,kebalikan,kontradiksi,kutub,lawan,oposisi",,,
antologi,"analekta,bunga,rampai,himpunan,kumpulan,karangan,koleksi,kompilasi,potpuri,pusparagam,rampaian,seleksi,warna,sari",,,
antonim,"kebalikan,kesebalikan,kosokbali,lawan,kata,pertentangan",,,
antre,,"berbanjar,berbaris,berderet,berurut",,
antuk,,"beradu,berbenturan,berlaga,berlanggar,berlawan,bersabung,bertarung,bertemu,bertumbuk",,
antup,"sengat,tandik",,,
antusias,,,"aktif,berapi-api,bergairah,bergelora,berkobar-kobar,bersemangat,energik,membara,menggebu,menggelegak,menyala",
antusiasme,"dorongan,gairah,gelora,jiwa,roh,semangat,spirit,vitalitas",,,
anu,"si,dia,si,polan,si,fulan,fulanah",,,
anugerah,"belas,kasih,hadiah,hidayah,karunia,kasih,pemberian,rahmat",,,
anulir,,"membatalkan,mementahkan,mencabut,mencoret,menegasikan,menggugurkan,menghapuskan,meniadakan",,
anus,"bol,burit,dubur,pantat,pelepasan",,,
anuswara,"nasal,sengau",,,
anut,,"mematuhi,memeluk",,
anyam,,"jalin,kepang,pilin,pintal,rajut,rangkai",,
anyelir,"serunai,teluki",,,
anyep,,,"cahang,campah,hambar,tawar",
anyir,,,"amis,getir,pedar",
apa,"barang,apa,segala,apa,segala",,,
apabila,,,,
apalagi,,,,
aparat,"abdi,negara,alat,negara,amtenar",,,
aparatus,"alat,aparat,perlengkapan",,,
apartemen,"flat,kondominium,rumah",,,
apatis,,,"acuh,tak,acuh,beku,,cuek,,dingin,,tebal,telinga",
apel,,"berhimpun,berkumpul",,
apendiks,"adendum,lampiran,suplemen,tambahan,perut,buntu,perut,buta,umbai,cacing,usus,buntu",,,
apes,,,"buntung,,celaka,geruh,jentaka,lacur,malang,naas,rengsa,sebal,sial,udi",
api,"bara,cahaya,elektrik,kebakaran,nyala,obor,sinar,suluh,ki,antusiasme,dorongan,gairah,gelora,,hawa,nafsu,jiwa,roh,semangat,spirit,vitalitas",,,
api-api,"cakus,geretan,korek,api,pemantik,api,murang,sumbu,tali,api,tunam,upet",,,
api-api,"kelip-kelip,kunang-kunang",,,
apik,,,"bagus,bersih,majelis,necis,rapi,teratur,tertib,beres,terarah,terencana,terorganisasi,tersusun,tertata",
apit,"angkup,aping,capit,cunam,himpitan,jepit,kempa,pipit,sapit,sepit",,,
apkir,,"cak,buang,tolak,tampik",,
aplaus,"apresiasi,penghargaan,pujian,tepuk,tangan",,,
aplikasi,"operasi,pelaksanaan,penerapan,penggunaan,praktik,rekayasa,lamaran,permintaan,permohonan",,,
apologi,"pembelaan,pledoi",,,
apotek,"rumah,obat,toko,obat",,,
apresiasi,"komplimen,penghargaan,pujian,pemahaman,pengenalan,pengertian,pengetahuan,persepsi,catatan,komentar,kritik,tinjauan,ulasan",,,
apung,pelampung,,,
arah,"cita-cita,hadap,haluan,jurusan,kiblat,kompas,mata,angin,niat,panduan,pedoman,petunjuk,aspek,faktor,orientasi,penjuru,pihak,sebelah,segi,sisi,sudut,tala,arti,juntrungan,maksud,tembak,ujung,pangkal",,,
arahan,"bimbingan,firman,panduan,pedoman,pengarahan,pengawalan,perintah,petunjuk,pimpinan,sabda,suruhan,tuntunan,aba-aba,amanat,mandat,titah",,,
arai,"manggar,mayang",,,
arak,,"berambal-ambalan,berbaris,berderet-deret,berduyun-duyun,bererot,bergerak,beriring-iring,berparade,berpawai",,
arak,,"awut-awutan,berantakan,berserakan,bongkar-bangkir,centangperenang,cerai-berai,kacau-balau,kelut-melut,keruntang-pukang,kusut,morat-marit,porak-parik,porak-poranda,rondah-randih,ropak-rapik,semrawut,tersara-bara",,
aral,"gangguan,ganjalan,halangan,hambatan,kendala,larangan,rintangan,sandungan,sekatan,tegahan",,,
aram,,,"buram,gelap,ka",
aram-aram,"kerangka,pelantar,perancah",,,
aransemen,"komposisi,tatanan",,,
aras,"had,paras,takat",,,
arbitrer,,,"acak,manasuka,rambang,rawak,sembarang,serampangan,sewenangwenang",
arca,"patung,orang-orangan,reca,wayang",,,
ardi,"adam,bentala,buana,bumi,butala,dunia,globe,jagat,tanah",,,
area,"bilangan,daerah,distrik,kawasan,lingkungan,mandala,sektor,tempat,wilayah,zona",,,
arek,"cak,anak,muda,pemuda,pemudi,teruna",,,
aren,"enau,nira",,,
arena,"alun-alun,gelanggang,kalangan,kancah,kawasan,lapangan,lingkungan,lokasi,medan,tanah,lapang,ki,alam,dunia,forum,mimbar,panggung,pentas,percaturan",,,
arestasi,"detensi,penahanan,penawanan,penghukuman,penangkapan",,,
argentum,"fidah,galuh,perak,selaka",,,
argumen,"alasan,dalih,hujah,kilah",,,
ari-ari,"plasenta,tali,pusar,tembuni,uri",,,
arif,,,"akil,bajik,bakir,bestari,bijak,bijaksana,cendekia,cerdas,cerdik,cergas,mahardika,pandai,pintar,terpelajar",
aristrokat,"adiwangsa,bangsawan,darah",,,
aristrokratis,,,"feodal,kebangsawanan,keningratan,kepriayian,mahardika",
arit,"clurit,sabit",,,
arkais,,,"antik,kuno,lama,lawas,obsolet,purba,silam,tua,usang,primitif",
arketipe,"prototipe,purwarupa,acuan,cermin,contoh,eksemplar,ideal,model,paradigma,pola,referensi,teladan",,,
armada,"angkatan,bala,barisan,laskar,legiun,pasukan,skuadron",,,
arogan,,,"angkuh,bengah,besar,cakap,besar",
aroma,"bau,bebauan,ganda,gangsi,parfum,raksi,wangi-wangian,wewangian",,,
arsenikum,"belerang,bang,berangan,racun",,,
arsip,"dokumen,kopi,pertinggal,salinan,tembusan,tindasan,turunan",,,
arsitek,"bapak,inventor,kreator,pencipta,pendiri,perancang,perencana,ki,aktivis,dalang,,dedengkot,gembong,,inisiator,lokomotif,,motor,,otak,,pelopor,pemrakarsa,pencetus,pengambil,inisiatif,penggagas,penggerak,pentolan,,perintis,tokoh",,,
arsitektur,"bangun,desain,formasi,komposisi,konstruksi,rancang,bangun",,,
arteri,"nadi,aorta",,,
arti,"batasan,definisi,erti,harga,hikmat,interpretasi,makna,maksud,pengertian,takrif,terjemahan,faedah,guna,keuntungan,laba,manfaat,maslahat,nilai",,,
artifisial,,,"bikinan,buatan,fiktif,sintetis,lancung,palsu,tiruan,pura-pura",
artikel,"esai,karangan,kolom,makalah,risalah,tulisan,pasal,ayat,bab,butir,perkara,poin",,,
artikulasi,"pelafalan,pengejaan,pengucapan,penyebutan,persendian,sendi",,,
artis,"bintang,film,cerpenis,ilustrator,juru",,,
artistik,,,"bagus,cantik,elok,indah,kreatif,majelis,manis,memesona,menawan,selia",
arung,,"melalui,malayari,melewati,melintas,,memintasi,menelusuri,menembusi,menjelajahi,menyeberangi,menyusuri,melakoni,menempuh,,mengalami,menjalani,menyelami",,
arus,"aliran,cucuran,deraian,gelombang,gerak,pancuran,pancaran,peredaran,perkembangan,perputaran,sirkulasi",,,
arwah,"atma,jiwa,nyawa,psike,roh,sukma,almarhum,almarhumah,mendiang",,,
as,"aksis,gandar,pasak,pivot,poros,sumbu",,,
asa,"acan,angan-angan,asan,cita-cita,harapan,hasrat,kehendak,keinginan,kerinduan,maksud",,,
asa,,"duga,kira,sangka,sahaja,sengaja",,
asabat,"sinu,,urat,saraf",,,
asah,,"calak,gosok,jerah,kilir,lampas",,
asal,"akar,awal,dasar,hulu,ibu,mata,mula,pangkal,permulaan,pokok,punca,pusat,sebab,sumber,umbi,usul",,,
asal,,,,
asal,,,"cak,abai,asal-asalan,ceroboh,gegabah,seenaknya,sembarangan,sembrono,serampangan,teledor",
asam,,,"kecut,masam",
asan,"asa,harap",,,
asap,"gas,tabun",,,
asas,,,,
asasi,,,"asas,dasar,elementer,esensial,fundamental,hakiki,kardinal,mendasar,pokok,prinsipil",
asbut,"asap,jerebu,kabut,kabus",,,
asese,"cak,bersetuju,mufakat,sepaham,sepakat,sependirian",,,
aset,"aktiva,kapital,kekayaan,modal,substansi",,,
asih,,,"cinta,eman,kasih,sayang",
asimilasi,"peleburan,pembauran,penyerapan,percampuran,perpaduan,fotosintesis,pernapasan",,,
asin,,,"masin,payau",
asing,,,"aneh,berbeda,ganjil,heran,kagok,kaku,kekok,kikuk,lain,langka,parak,jauh,terasing,terpencil,terpisah,tersendiri,tersisih,luar,pendatang,pengembara,perantau",
asketisme,"ifah,pertarakan,tapa,brata,tirakat,zuhud",,,
asli,"bersih,khalis,murni,orisinal,otentik,pribumi,sah,sejati,tulen,anak",,,
asma,"ampek,bengek,manggah,sesak,napas",,,
asmara,"asyik,masyuk,berahi,cinta,cinta",,,
aso,,"beradu,bercuti,berehat,berhenti,berihat,beristirahat,bervakansi,reses,rileks,,tempoh",,
asong,,"mendagangkan,mengarih,menjajakan,menyodorkan,menyorongkan",,
asosiasi,"afiliasi,aliansi,blok,federasi,gabungan,klub,koalisi,konsorsium,perhimpunan,perkumpulan,persatuan,persekutuan,perserikatan,uni,fantasi,gambaran,ilusi,implikasi,konotasi",,,
asosiatif,,,"alegoris,figuratif,konotatif,metaforis,simbolis",
aspal,"belangkin,pek,,ter",,,
asparagus,"akar,parsi,sapersi",,,
aspek,"arah,bagian,dimensi,faset,gatra,perspektif,segi,sudut",,,
aspiran,"bakal,calon,kader,kadet,kandidat",,,
aspirasi,"ambisi,angan-angan,cita-cita,dambaan,hajat,harapan,hasrat,iktikad,impian,kehendak,keinginan,kemauan,niat,suara,tekad",,,
asrama,"balai,bangsal,barak,bedeng,kos",,,
asri,,,"baik,cakap,harmonis,patut,selaras,serasi",
astaga,,,,
astrolog,"ahli,nujum,peramal",,,
astrologi,"falakiah,horoskop,ilmu,bintang,ilmu,nujum,rasi,zodiak",,,
astronaut,"angkasawan,antariksawan,kosmonaut",,,
astronomi,"ilmu,falak,ilmu,perbintangan",,,
asuh,,"melatih,membesarkan,membimbing,memelihara,mendidik,mengajar,mengemong,mengempu,menjaga,menuntun,merawat,ki,memimpin,mengelola,mengurus,menyelenggarakan",,
asumsi,"anggapan,dugaan,hipotesis,patokan,duga,pengandaian,perkiraan,postulat,premis,presumsi,proposisi,sangkaan,taksiran",,,
asusila,,,"amoral,cabul,dursila,jorok,kotor,lacur,mesum,porno,tunasusila",
asyik,,,,
atak,"komposisi,tata,letak",,,
atap,"asbes,bumbung,genting,kapa-kapa,para-para,pondong,sengkuap,sirap,sudung,tarup",,,
atas,"arah,tempat",,,
atau,,,,
ateis,"dahriah,kafir,kufur",,,
atensi,"minat,perhatian",,,
atlas,"denah,kar,peta",,,
atlet,olahragawan,,,
atma,"arwah,jiwa,nyawa,roh,spirit,sukma",,,
atmosfer,"nada,semangat,suasana,2",,,
atom,"molekul,partikel,zarah",,,
atraksi,"pementasan,pergelaran,permainan,pertunjukan,tontonan",,,
atraktif,,,"memesona,memikat,memukau,menakjubkan,menarik,mengagumkan",
atribut,"ciri,karakter,keunikan,petunjuk,sifat,tanda,cap,emblem,lam-bang,simbol,tanda,pengenal",,,
atrium,"serambi,rongga,dada",,,
atur,,"antre,berbanjar,berbaris,berderet,berduyun-duyun,berjajar,berjejer,bersusun,berurut",,
auditor,pengaudit,,,
aula,"auditorium,balai,balairung",,,
aulia,"orang,suci,wali",,,
aur,"ampel,awi,bambu,buluh,puputan,sarik",,,
aur,,"menabur,mencamur,menebar,mengawur,menghambur,menyebar",,
aurat,"alat,kelamin,alat,vital,genitalia,kemaluan",,,
aurum,"emas,logam,mulia",,,
aus,,,"buruk,busuk,jebol,lapuk,rombeng,rongsok,rusak,susut,usang",
autokrasi,"depotisme,kerajaan,monarki",,,
autokrat,"despot,diktator,tangan,besi,tiran",,,
aviator,"juru,terbang,penerbang,pilot",,,
avontur,"pelawatan,pengelanaan,pengembaraan,penjelajahan,perjalanan,pertualangan",,,
avonturir,"pengelana,pengembara,penjelajah,petualang",,,
awak,,,,
awal,"asal,dahulu,depan,introduksi,mula,pembukaan,permulaan,prelude,prolog,start,akar,induk,,kausa,pangkal,pokok,sebab,dini,pagi,buta,pagi-pagi",,,
awam,"biasa,kebanyakan,khalayak,massa,masyarakat,publik,sipil,umum",,,
awan,"gegana,mega",,,
awang,"angkasa,bumantara,cakrawala,dirgantara,langit",,,
awang,"anak,bocah,budak,buyung,kanak-kanak",,,
awas,,,"cermat,hati-hati,ingat-ingat,jagajaga,jeli,perdata,tangar,telik,teliti,waskita,waspada,prayitna",
awawarna,,,"belel,kepam,luntur,pudar,seput",
awet,,,"abadi,kuat,langgeng,lestari",
awi,"aur,bambu,buluh",,,
awur,,"hantam,kromo,main",,
awut,,"memberai-beraikan,memberantakkan,memorakporandakan,membongkar-bangkir,mengacakacak,mengacaukan,mengaduk-aduk,mengusutkan",,
ayah,"aba,abah,abi,abu,aya,ayahanda,bapa,bapak,bapanda,bapang,papa,papi,rama,ramanda",,,
ayak,,"memfilter,menampi,menapis,mengisai,menyaring",,
ayal,,,"bimbang,gamang,kurang,percaya,ragu-ragu,rambang,sangsi,terbata-bata",
ayam,mandung,,,
ayan,"epilepsi,gila,babi,pitam,babi,sawan,sekalor",,,
ayan,"cabuk,cawan,kobokan,mangkuk",,,
ayat,"artikel,bagian,butir,poin,baris,larik,kalimat,perkataan",,,
ayem,,,"adem,tenang,tenteram",
ayo,,,,
ayom,,"menjaga,melindungi,memayungi,memelihara",,
ayu,,,"baik,cantik,cendayam,elok,geulis,indah,jelita,juwita,kirana,laksmi,manis,menawan,molek,permai,rupawan",
ayun,"buai,gerak,goyang",,,
azab,"hukuman,kesengsaraan,penderitaan,siksaan",,,
azan,"bang,seruan,sembahyang,seruan,salat",,,
azimat,"amulet,cula,jampi,jimat,obat",,,
aziz,,,"teragung,terhormat,termulia",
bab,,,,
babad,"cerita,dongeng,epik,hikayat,kisah,legenda,mitos,riwayat,saga,sejarah,tambo",,,
babak,"adegan,bagian,episode,fase,fragmen,jilid,penggal,putaran,ronde,sesi,set,stadium,tahap",,,
babak,,,"bengkak,bakup,bengep",
babar,,"kedapatan,ketahuan,terlalah,terkejar,tepergok,tertangkap,basah,tertangkap,tangan",,
babat,,"rambah,tebang,tebas",,
babi,"nangui,kartu,ceki",,,
babit,,"melibatkan,membawa-bawa,membelit,menyangkut",,
bablas,,"kadung,kebacut,,teranjur,terlancap,terlanjur,terlantas,tersorong,2",,
babon,master,,,
babon,"emak,ibu,indung",,,
babut,"ambal,karpet,permadani",,,
baca,,"melafalkan,melisankan,membunyikan,mengaji,mengeja,mengucapkan,menuturkan,menyebut,menyuarakan,merapal,mendikte,mengimla,ki,memafhumi,memahami,memaklumi,menangkap,,mencerna,,mendeteksi,mengerti,mengetahui,mengindra,ki,menafsirkan,mengartikan,mengasosiasikan,menginterprestasikan",,
bacar,,,"banyak,bicara,banyak,cakap,banyak,mulut,banyak,omong,bawel,celomes,cerewet,ceriwis,gapil,mulut,gelatak,nyenyeh,nyinyir,ringan,lidah",
bacin,,,"amis,anyir,bau,,busuk,bacok",
bacok,,"cucuk,hunjam,pancung,penggal,potong,runjam,sembelih,tetak,tikam,tusuk",,
bacot,"congor,mulut,,perkataan,tuturan,ucapan",,,
bacut,,,,"cak,bablas,teranjur,terlanjur,terlantas"
badai,"angin,besar,angin,kencang,angin",,,
badai,,"terdampar,tersakat,tersanggat,tersangkut,tersekat,terserampang,celentang,membungkang,menelentang,terbaring,tergeletak,tergolek",,
badak,"rino,warak",,,
badal,"agen,kantor,cabang,perwakilan",,,
badan,"awak,diri,fisik,jasad,jasmani,jisim,raga,sarira,selira,tubuh",,,
badan,"akademi,dewan,forum,instansi,institusi,institut,jawatan,kuasa,kelompok,komisi,komite,konsorsium,lembaga,majelis,organisasi,parlemen,perhimpunan,perkumpulan,persatuan,persekutuan,perserikatan,pranata,senat,wadah,yayasan",,,
badang,"gadang,indang,nyiru,tampah,tampi",,,
badminton,"bulu,tangkis",,,
badung,,,"bandel,bengal,degil,dugal,gemblung,kaku,kepala,batu,keras,kepala,lasak,nakal,pembangkang,pembantah",
badut,"bodor,komedian,ogak-ogak,pelawak,pembanyol,penambul",,,
bagai,,,,
bagak,,,"bangga,besar,hati,mangkak,bahadur,gagah,berani,jantan,,perkasa,perwira",
bagan,"denah,diagram,penampang,rancangan,rangka,skema,sketsa",,,
bagas,,,"cegak,gagah,kekar,kokoh,kuat,kukuh,perkasa,tegap",
bagasi,"barang,bawaan,beban,muatan",,,
bagi,"alokasi,belah,distribusi,jatah,paruh,pecah,penggal,perincian,porsi,potong,ransum",,,
bagi,,,,
baginda,"aji,emir,kaisar,kanjeng,sultan,paduka,Tuan,paduka,pangeran,prabu,raja,ratu,sinuhun,Sri,paduka,sultan,sunan,syah,tuanku,yamtuan,Yang,Dipertuan",,,
bagong,"babi,hutan,celeng,ciling",,,
bagus,,,"agus,aksi,,apik,bahari,baik,cakap,cantik,cemerlang,elok,gagah,indah,keren,menawan,molek,mungil,necis,perfek,rancak,rupawan,tampan",
bah,"ampuh,bandang,empoh,gelora",,,
bahadur,"hero,jagoan,johan,pahlawan,pendekar,satria,wira",,,
bahaduri,,,"heroik,jantan,pemberani",
bahagia,,,"aman,baik,beruntung,cerah,ceria,enak,gembira,girang,lega,makmur,mujur,nikmat,puas,riang,sejahtera,selamat,senang,sentosa,suka,cita,tenteram",
bahak,,"bercekakan,berdekah-dekah,berdekak-dekak,berdengkang-dengkang,mengakak,merakah,tergelak-gelak,terkakah-kakah,terkekehkekeh,terpingkal-pingkal",,
baham,"geraham,gigi,belakang",,,
bahan,"bakal,benih,materi,pelajaran,subjek,alamat,bulan-bulanan,,incaran,objek,sasaran,target,tujuan,bukti,data,fakta,informasi,keterangan,masukan,petunjuk",,,
bahan,"congkong,pecahan,kayu,selumbar,serpihan,kayu,suban,tahi,ketam,tarahan,kayu,tatal,bumbu,ramuan,resep",,,
bahana,"dengung,gaung,gelegar,gema,kumandang",,,
bahana,,,"bayan,curai,gamblang,jelas,kentara,,nyata,tegas,terang",
bahang,"panas,,hangat,,kalor",,,
bahari,,,"antik,arkais,baheula,,dahulu,kala,kolot,konservatif,kuno,lama,primitif,purbakala,silam,tua,usang",
bahari,"kelautan,maritim",,,
bahas,"periksa,selidik,telaah",,,
bahasa,"adab,budi,etiket,kaidah,norma,perilaku,sopan,santun,tata,krama,tata",,,
bahasa,"aksen,cara,dialek,gaya,isyarat,kode,logat,patois,percakapan,perkataan,sandi,laras,ragam",,,
bahasawan,"pemakai,bahasa,penutur,bahasa,ahli,bahasa,linguis",,,
bahaya,"ancaman,bala,bencana,kecelakaan,kerawanan,kesusahan,malapateka,mara,musibah,naas,petaka,risiko",,,
bahenol,,,"cak,boto,denok,donto,montok,molek,padat,pisik,semok,,sintal",
bahkan,,,,
bahu,pundak,,,
bahwasanya,,,,
baiat,,"melantik,membaptis",,
baik,,,"apik,ayu,bagus,bahari,cantik,cegak,elok,gagah,hasan,indah,molek,rancak,rapi,tampan,teratur,hangat,jujur,lurus,manis,ramah,santun,sopan,sosial,terpuji,tertib,normal,pulih,salim,sehat,sembuh,enak,menguntungkan,mujur,ampuh,berdaya,guna,berfaedah,berguna,bermanfaat,efektif,efisien,manjur,mujarab,mustajab,produktif,tokcer,,asri,patut,oke,setuju,ya",
bait,"bagian,baris,kuplet,larik,penggal,potongan,sajak,stanza,untai",,,
bajak,"beluku,berujul,luku,tenggala,traktor,waluku",,,
bajak,,"memalsukan,mencuri,menggandakan,meniru,menjiplak",,
bajik,"amal,derma,jasa,kebaikan,keelokan,kemurahan,hati,sedekah",,,
bajing,tupai,,,
bajul,buaya,,,
bak,"kolam,palung,pasu,kotak,tempat,wadah",,,
baka,,,"abadi,abid,baki,daim,kekal,langgeng,lestari,menetap,permanen,selamanya,sepanjang,zaman",
bakal,,,,
bakar,,"memanaskan,memanggang,membembam,memperapikan,menambus,menghanguskan,mengobarkan,menjilat,menjilat-jilat",,
bakat,"anugerah,fitrah,karunia,kebolehan,kemampuan,kodrat,talen,talenta",,,
baki,"dulang,kerikal,lenggangan,limbangan,nampan,,nyiru,penampan,semberip,tabak,talam,tampah,tetampan",,,
bakiak,"gapyak,gamparan,kasut,kelom,kelompen,sandal,teklek,terompah",,,
bakir,,,"berada,berkecukupan,berpunya,kaya,makmur,mampu,akil,arif,berakal,berilmu,berpendidikan,berpengetahuan,bestari,pandai,terpelajar",
bakteri,"basil,kuman,mikroba,patogen",,,
bakti,"abdi,baik,dedikasi,hormat,kesetiaan,ketakziman,setia,tunduk",,,
baku,"asas,dasar,formal,konvensional,lazim,normal,pangkal,patokan,pokok,seragam,standar,tolok,ukur,tonggak,ukuran,utama",,,
baku,,,,saling
bakul,"ambung,besek,bongsang,bujam,dunak,garing,jangkat,jangki,jangkih,jaras,kambut,kampil,kampit,karung,katang-katang,kembal,kembu,kepis,kepuk,keranjang,kerau,ketumbu,kudai,kumbu,kunca,rangking,rinjing,salang,sanggan,sarau,sumbul,sungkupan,tangguk,temalang,tenggok,tenong",,,
bal,"cak,bola",,,
bal,"bandela,bundel,bungkus,ikatan,karung,peti",,,
balah,,bantah,,
balai,"gedung,rumah,kantor,auditorium,aula,balairung,bangsal,pendapa",,,
balairung,"auditorium,aula,balai,bangsal,pendapa,ruang,sal",,,
balak,"batang,kayu",,,
balam,"ketitir,merbuk,perkutut,tekukur",,,
balas,,"meladeni,melayani,membidas,memerhatikan,menanggapi,menangkis,menggubris,menimpali,menjawab,menyahut,menyambut,merespons,melampiaskan,memuaskan,mengembalikan,mengganjar,mengimbangi",,
bertimbalan,,,resiprokal,
balela,,"melanggar,melawan,membangkang,membantah,memberontak,menampik,mendaga,mendagi,mendurhaka,menentang,menolak,menyanggah,menyangkal",,
balig,,,"akil,balig,bulug,dewasa,remaja,sampai,umur,sempurna,akal",
baliho,"papan,iklan,papan,reklame",,,
balik,,"kembali,mudik,pulang,pulih,putar,rujuk,ulang",,
baling-baling,"bolang-baling,kincir,angin,kipas,angin,kitiran,propeler,titiran",,,
balkon,"anjungan,bilik,kamar,langkan,panggung,ruang,serambi,teras,tribun",,,
balok,"balak,batangan,gelondong,gelugu",,,
balon,"bohlam,bola,lampu,bola,gelembung,globe",,,
balun,,"bergulung-gulung,berpuntal-puntal",,
balung,"cengger,jengger,pial,ranggah",,,
